# population datafile generated on Wed Mar 16 10:52:57 +0100 2011 by GNUPlotr
0	3.328016
0	28.152178
0	29.478445
0	30.095225
0	30.190436
0	30.405917
0	33.875525
0	34.479009
0	35.127261
0	36.390941
0	36.586225
0	38.083834
0	38.866733
0	39.203245
0	39.547762
0	41.795536
0	42.033361
0	42.045732
0	42.305985
0	42.662425
0	42.736394
0	43.688804
0	43.688804
0	43.787108
0	44.502509
0	47.272436
0	48.408889
0	48.5456
0	48.728576
0	49.72041
0	51.624656
0	52.066225
0	52.175341
0	52.401488
0	52.593106
0	52.77586
0	53.04361
0	53.053965
0	53.176889
0	54.303649
0	55.218761
0	55.218761
0	55.603304
0	55.774469
0	56.773357
0	57.672045
0	61.243129
0	63.609845
0	64.41088
0	66.53209
0	66.54674
0	66.809866
0	67.553753
0	67.884394
0	69.036497
0	69.726281
0	71.724745
0	71.824909
0	73.23741
0	74.171618
0	76.820801
0	77.700125
0	79.242049
0	79.8345
0	80.200325
0	80.775353
0	80.798324
0	83.10706009
0	84.039521
0	84.039521
0	85.111949
0	86.382185
0	87.822184
0	87.822184
0	90.289017
0	90.707913
0	90.8192
0	90.8192
0	90.8192
0	90.892609
0	91.069561
0	91.451561
0	92.1098
0	92.73589
0	94.38068
0	94.885121
0	95.593
0	99.173482
0	102.843949
0	103.253384
0	107.568205
0	110.107429
0	110.188737
0	112.573133
0	113.72729
0	113.72729
0	116.956493
0	117.180989
0	119.396642
0	129.45188
0	138.930037
0	142.716704
0	185.66468
0	193.71505
0	232.158308
0	265.484053
0	322.633613
0	397.298282
0	570.804589
0	622.94377
0	1049.841972
0	1753.056058
0	2086.834034
0	2951.37085
0	4704.842029
0	4726.607861
0	4792.64116
0	5042.90794149
0	5247.18277
0	5324.909197
0	6486.502241
0	6506.072578
0	7867.56177
0	9355.004837
0	10398.249137
0	12322.557557
0	16658.236613
0	18734.40713
0	18805.528384
0	19261.361125
0	21198.10764136
0	37629.13105
0	38831.941397
0	44859.50670149
0	45627.463261
0	46809.89513
0	67693.80605
0	68519.971061
0	70365.958841
0	70683.38402409
0	74557.982189
0	76841.04625
0	86031.269509
0	88355.77396
0	104516.456645
0	108076.682466
0	111654.04309
0	132324.755218
0	162673.995906
0	188322.67148669
1	3.355216
1	28.225616
1	30.095225
1	30.095225
1	30.405917
1	32.130941
1	33.875525
1	34.42253
1	34.479009
1	34.479009
1	34.479009
1	36.586225
1	36.59858
1	37.161889
1	38.879188
1	39.547762
1	42.045732
1	42.045732
1	42.908112
1	43.1392
1	43.561345
1	43.583236
1	44.346824
1	44.381434
1	44.502509
1	44.502509
1	44.502509
1	44.502509
1	44.502509
1	47.136104
1	47.428004
1	48.5456
1	48.5456
1	51.654161
1	52.24141
1	52.718665
1	53.176889
1	54.303649
1	54.303649
1	54.979549
1	55.774469
1	56.17872
1	58.590857
1	59.979509
1	60.337828
1	62.106941
1	63.609845
1	66.389524
1	66.54674
1	66.809866
1	66.964466
1	67.553753
1	68.104441
1	70.442258
1	71.891464
1	73.23741
1	74.171618
1	75.350698
1	76.820801
1	77.700125
1	79.815365
1	80.200325
1	80.501825
1	80.75909
1	80.775353
1	80.798324
1	80.898073
1	81.55264
1	82.410205
1	84.039521
1	86.382185
1	89.265524
1	91.328777
1	92.232136
1	93.925325
1	94.440008
1	94.9456
1	96.182852
1	96.387653
1	99.173482
1	101.456477
1	102.774884
1	103.253384
1	103.351482
1	107.568205
1	107.568205
1	108.733012
1	109.076161
1	110.188737
1	112.573133
1	113.72729
1	119.396642
1	142.716704
1	214.69505
1	273.770941
1	598.247233
1	598.896981
1	622.46405
1	989.404522
1	1346.04845
1	1384.621778
1	1395.596584
1	1435.027984
1	1753.056058
1	2032.056801
1	2166.40786
1	2187.939361
1	3367.387301
1	4799.08761664
1	5270.217133
1	6660.281277
1	8046.406661
1	8064.397361
1	9352.106458
1	10392.17348
1	11164.9954
1	12321.200889
1	17425.719161
1	17832.189533
1	17945.343824
1	17975.335397
1	18616.60525
1	18805.528384
1	19669.564345
1	22129.00563341
1	22241.891636
1	22771.069834
1	29033.843578
1	35102.273765
1	49742.440514
1	58831.667957
1	66603.80905
1	67206.539513
1	72838.015009
1	79782.464884
1	79787.341514
1	81958.56170461
1	85981.56170221
1	100265.418233
1	103792.989001
1	106130.042765
1	108076.682466
1	119048.88341
1	160075.885108
1	163608.56389
1	164818.37852596
1	191442.589186
1	207863.62277
1	219227.032642
1	235154.06206461
2	0.159769
2	3.225616
2	3.517216
2	26.907161
2	28.225616
2	28.258025
2	29.576441
2	30.095225
2	30.095225
2	30.095225
2	30.385357
2	32.130941
2	32.130941
2	33.841744
2	34.131605
2	34.317009
2	34.479009
2	36.21845
2	36.551248
2	36.559009
2	36.59858
2	36.824441
2	36.855629
2	37.002125
2	37.439924
2	38.469229
2	39.157732
2	39.453284
2	39.547762
2	40.152884
2	42.045732
2	42.045732
2	42.0613
2	42.908112
2	42.946785
2	43.1392
2	43.38932
2	43.583236
2	44.463028
2	46.137736
2	46.397504
2	46.996106
2	47.428004
2	48.092258
2	48.5456
2	51.507637
2	52.083508
2	52.718665
2	53.176889
2	53.176889
2	56.291365
2	59.979509
2	60.337828
2	60.552
2	62.106941
2	65.84968
2	66.54674
2	66.558977
2	68.919161
